País,Competición,Categoría,Temporada,Jornada,Equipo 1,Resultado,Equipo 2
España,La Liga,1ª división,2013-2014,2,Athletic,2-0,Osasuna
España,La Liga,1ª división,2013-2014,2,Elche,1-1,R. Sociedad
España,La Liga,1ª división,2013-2014,2,Espanyol,3-1,Valencia
España,La Liga,1ª división,2013-2014,2,Villarreal,2-1,Valladolid
España,La Liga,1ª división,2013-2014,2,Atlético,5-0,Rayo
España,La Liga,1ª división,2013-2014,2,Levante,0-0,Sevilla
España,La Liga,1ª división,2013-2014,2,Málaga,0-1,FC Barcelona
España,La Liga,1ª división,2013-2014,2,Betis,1-2,Celta
España,La Liga,1ª división,2013-2014,2,Granada,0-1,R. Madrid
España,La Liga,1ª división,2013-2014,3,Almería,2-2,Elche
España,La Liga,1ª división,2013-2014,3,Rayo,1-2,Levante
España,La Liga,1ª división,2013-2014,3,Celta,1-1,Granada
España,La Liga,1ª división,2013-2014,3,Valladolid,1-0,Getafe
España,La Liga,1ª división,2013-2014,3,Osasuna,0-3,Villarreal
España,La Liga,1ª división,2013-2014,3,R. Madrid,3-1,Athletic
España,La Liga,1ª división,2013-2014,3,Espanyol,0-0,Betis
España,La Liga,1ª división,2013-2014,3,R. Sociedad,1-2,Atlético
España,La Liga,1ª división,2013-2014,3,Sevilla,2-2,Málaga
España,La Liga,1ª división,2013-2014,3,Valencia,2-3,FC Barcelona
España,La Liga,1ª división,2013-2014,4,Atlético,4-2,Almería
España,La Liga,1ª división,2013-2014,4,Levante,0-0,R. Sociedad
España,La Liga,1ª división,2013-2014,4,FC Barcelona,3-2,Sevilla
España,La Liga,1ª división,2013-2014,4,Villarreal,2-2,R. Madrid
España,La Liga,1ª división,2013-2014,4,Granada,0-1,Espanyol
España,La Liga,1ª división,2013-2014,4,Getafe,2-1,Osasuna
España,La Liga,1ª división,2013-2014,4,Málaga,5-0,Rayo
España,La Liga,1ª división,2013-2014,4,Betis,3-1,Valencia
España,La Liga,1ª división,2013-2014,4,Elche,0-0,Valladolid
España,La Liga,1ª división,2013-2014,4,Athletic,3-2,Celta
España,La Liga,1ª división,2013-2014,5,Osasuna,2-1,Elche
España,La Liga,1ª división,2013-2014,5,R. Sociedad,0-0,Málaga
España,La Liga,1ª división,2013-2014,5,Almería,2-2,Levante
España,La Liga,1ª división,2013-2014,5,Rayo,0-4,FC Barcelona
España,La Liga,1ª división,2013-2014,5,Valladolid,0-2,Atlético
España,La Liga,1ª división,2013-2014,5,Betis,0-0,Granada
España,La Liga,1ª división,2013-2014,5,Celta,0-0,Villarreal
España,La Liga,1ª división,2013-2014,5,R. Madrid,4-1,Getafe
España,La Liga,1ª división,2013-2014,5,Valencia,3-1,Sevilla
España,La Liga,1ª división,2013-2014,5,Espanyol,3-2,Athletic
España,La Liga,1ª división,2013-2014,6,Levante,1-1,Valladolid
España,La Liga,1ª división,2013-2014,6,FC Barcelona,4-1,R. Sociedad
España,La Liga,1ª división,2013-2014,6,Atlético,2-1,Osasuna
España,La Liga,1ª división,2013-2014,6,Málaga,2-0,Almería
España,La Liga,1ª división,2013-2014,6,Granada,0-1,Valencia
España,La Liga,1ª división,2013-2014,6,Sevilla,4-1,Rayo
España,La Liga,1ª división,2013-2014,6,Elche,1-2,R. Madrid
España,La Liga,1ª división,2013-2014,6,Athletic,2-1,Betis
España,La Liga,1ª división,2013-2014,6,Villarreal,2-1,Espanyol
España,La Liga,1ª división,2013-2014,6,Getafe,2-0,Celta
España,La Liga,1ª división,2013-2014,7,Valladolid,2-2,Málaga
España,La Liga,1ª división,2013-2014,7,Valencia,1-0,Rayo
España,La Liga,1ª división,2013-2014,7,Almería,0-2,FC Barcelona
España,La Liga,1ª división,2013-2014,7,R. Sociedad,1-1,Sevilla
España,La Liga,1ª división,2013-2014,7,R. Madrid,0-1,Atlético
España,La Liga,1ª división,2013-2014,7,Osasuna,0-1,Levante
España,La Liga,1ª división,2013-2014,7,Celta,0-1,Elche
España,La Liga,1ª división,2013-2014,7,Espanyol,0-2,Getafe
España,La Liga,1ª división,2013-2014,7,Betis,1-0,Villarreal
España,La Liga,1ª división,2013-2014,7,Granada,2-0,Athletic
España,La Liga,1ª división,2013-2014,8,Villarreal,3-0,Granada
España,La Liga,1ª división,2013-2014,8,Málaga,0-1,Osasuna
España,La Liga,1ª división,2013-2014,8,Elche,2-1,Espanyol
España,La Liga,1ª división,2013-2014,8,Rayo,1-0,R. Sociedad
España,La Liga,1ª división,2013-2014,8,Levante,2-3,R. Madrid
España,La Liga,1ª división,2013-2014,8,FC Barcelona,4-1,Valladolid
España,La Liga,1ª división,2013-2014,8,Atlético,2-1,Celta
España,La Liga,1ª división,2013-2014,8,Sevilla,2-1,Almería
España,La Liga,1ª división,2013-2014,8,Getafe,3-1,Betis
España,La Liga,1ª división,2013-2014,8,Athletic,1-1,Valencia
España,La Liga,1ª división,2013-2014,9,R. Madrid,2-0,Málaga
España,La Liga,1ª división,2013-2014,9,Valencia,1-2,R. Sociedad
España,La Liga,1ª división,2013-2014,9,Osasuna,0-0,FC Barcelona
España,La Liga,1ª división,2013-2014,9,Espanyol,1-0,Atlético
España,La Liga,1ª división,2013-2014,9,Granada,0-2,Getafe
España,La Liga,1ª división,2013-2014,9,Almería,0-1,Rayo
España,La Liga,1ª división,2013-2014,9,Betis,1-2,Elche
España,La Liga,1ª división,2013-2014,9,Valladolid,2-2,Sevilla
España,La Liga,1ª división,2013-2014,9,Celta,0-1,Levante
España,La Liga,1ª división,2013-2014,9,Athletic,2-0,Villarreal
España,La Liga,1ª división,2013-2014,10,Rayo,0-3,Valladolid
España,La Liga,1ª división,2013-2014,10,Málaga,0-5,Celta
España,La Liga,1ª división,2013-2014,10,FC Barcelona,2-1,R. Madrid
España,La Liga,1ª división,2013-2014,10,Elche,0-1,Granada
España,La Liga,1ª división,2013-2014,10,Levante,3-0,Espanyol
España,La Liga,1ª división,2013-2014,10,Sevilla,2-1,Osasuna
España,La Liga,1ª división,2013-2014,10,Villarreal,4-1,Valencia
España,La Liga,1ª división,2013-2014,10,R. Sociedad,3-0,Almería
España,La Liga,1ª división,2013-2014,10,Atlético,5-0,Betis
España,La Liga,1ª división,2013-2014,10,Getafe,0-1,Athletic
España,La Liga,1ª división,2013-2014,11,Espanyol,0-0,Málaga
España,La Liga,1ª división,2013-2014,11,Celta,0-3,FC Barcelona
España,La Liga,1ª división,2013-2014,11,Valladolid,2-2,R. Sociedad
España,La Liga,1ª división,2013-2014,11,Valencia,1-2,Almería
España,La Liga,1ª división,2013-2014,11,R. Madrid,7-3,Sevilla
España,La Liga,1ª división,2013-2014,11,Osasuna,3-1,Rayo
España,La Liga,1ª división,2013-2014,11,Villarreal,0-2,Getafe
España,La Liga,1ª división,2013-2014,11,Granada,1-2,Atlético
España,La Liga,1ª división,2013-2014,11,Athletic,2-2,Elche
España,La Liga,1ª división,2013-2014,11,Betis,0-0,Levante
España,La Liga,1ª división,2013-2014,12,FC Barcelona,1-0,Espanyol
España,La Liga,1ª división,2013-2014,12,R. Sociedad,5-0,Osasuna
España,La Liga,1ª división,2013-2014,12,Almería,1-0,Valladolid
España,La Liga,1ª división,2013-2014,12,Rayo,2-3,R. Madrid
España,La Liga,1ª división,2013-2014,12,Sevilla,0-1,Celta
España,La Liga,1ª división,2013-2014,12,Getafe,0-1,Valencia
España,La Liga,1ª división,2013-2014,12,Atlético,2-0,Athletic
España,La Liga,1ª división,2013-2014,12,Levante,0-1,Granada
España,La Liga,1ª división,2013-2014,12,Málaga,3-2,Betis
España,La Liga,1ª división,2013-2014,12,Elche,0-1,Villarreal
España,La Liga,1ª división,2013-2014,13,Osasuna,0-1,Almería
España,La Liga,1ª división,2013-2014,13,Granada,3-1,Málaga
España,La Liga,1ª división,2013-2014,13,R. Madrid,5-1,R. Sociedad
España,La Liga,1ª división,2013-2014,13,Getafe,1-1,Elche
España,La Liga,1ª división,2013-2014,13,Athletic,2-1,Levante
España,La Liga,1ª división,2013-2014,13,Celta,0-2,Rayo
España,La Liga,1ª división,2013-2014,13,Espanyol,1-3,Sevilla
España,La Liga,1ª división,2013-2014,13,Valencia,2-2,Valladolid
España,La Liga,1ª división,2013-2014,13,Villarreal,1-1,Atlético
España,La Liga,1ª división,2013-2014,13,Betis,1-4,FC Barcelona
España,La Liga,1ª división,2013-2014,14,Valladolid,0-1,Osasuna
España,La Liga,1ª división,2013-2014,14,FC Barcelona,4-0,Granada
España,La Liga,1ª división,2013-2014,14,R. Sociedad,4-3,Celta
España,La Liga,1ª división,2013-2014,14,Almería,0-5,R. Madrid
España,La Liga,1ª división,2013-2014,14,Atlético,7-0,Getafe
España,La Liga,1ª división,2013-2014,14,Levante,0-3,Villarreal
España,La Liga,1ª división,2013-2014,14,Rayo,1-4,Espanyol
España,La Liga,1ª división,2013-2014,14,Elche,2-1,Valencia
España,La Liga,1ª división,2013-2014,14,Sevilla,4-0,Betis
España,La Liga,1ª división,2013-2014,14,Málaga,1-2,Athletic
España,La Liga,1ª división,2013-2014,15,Getafe,1-0,Levante
España,La Liga,1ª división,2013-2014,15,Villarreal,1-1,Málaga
España,La Liga,1ª división,2013-2014,15,Elche,0-2,Atlético
España,La Liga,1ª división,2013-2014,15,Celta,3-1,Almería
España,La Liga,1ª división,2013-2014,15,R. Madrid,4-0,Valladolid
España,La Liga,1ª división,2013-2014,15,Espanyol,1-2,R. Sociedad
España,La Liga,1ª división,2013-2014,15,Betis,2-2,Rayo
España,La Liga,1ª división,2013-2014,15,Granada,1-2,Sevilla
España,La Liga,1ª división,2013-2014,15,Valencia,3-0,Osasuna
España,La Liga,1ª división,2013-2014,15,Athletic,1-0,FC Barcelona
España,La Liga,1ª división,2013-2014,16,Levante,2-1,Elche
España,La Liga,1ª división,2013-2014,16,Osasuna,2-2,R. Madrid
España,La Liga,1ª división,2013-2014,16,Rayo,0-2,Granada
España,La Liga,1ª división,2013-2014,16,FC Barcelona,2-1,Villarreal
España,La Liga,1ª división,2013-2014,16,Málaga,1-0,Getafe
España,La Liga,1ª división,2013-2014,16,Almería,0-0,Espanyol
España,La Liga,1ª división,2013-2014,16,R. Sociedad,5-1,Betis
España,La Liga,1ª división,2013-2014,16,Sevilla,1-1,Athletic
España,La Liga,1ª división,2013-2014,16,Atlético,3-0,Valencia
España,La Liga,1ª división,2013-2014,16,Valladolid,3-0,Celta
España,La Liga,1ª división,2013-2014,17,Elche,0-1,Málaga
España,La Liga,1ª división,2013-2014,17,Villarreal,1-2,Sevilla
España,La Liga,1ª división,2013-2014,17,Betis,0-1,Almería
España,La Liga,1ª división,2013-2014,17,Atlético,3-2,Levante
España,La Liga,1ª división,2013-2014,17,Granada,1-3,R. Sociedad
España,La Liga,1ª división,2013-2014,17,Espanyol,4-2,Valladolid
España,La Liga,1ª división,2013-2014,17,Getafe,2-5,FC Barcelona
España,La Liga,1ª división,2013-2014,17,Athletic,2-1,Rayo
España,La Liga,1ª división,2013-2014,17,Celta,1-1,Osasuna
España,La Liga,1ª división,2013-2014,17,Valencia,2-3,R. Madrid
España,La Liga,1ª división,2013-2014,18,Málaga,0-1,Atlético
España,La Liga,1ª división,2013-2014,18,Valladolid,0-0,Betis
España,La Liga,1ª división,2013-2014,18,Valencia,2-0,Levante
España,La Liga,1ª división,2013-2014,18,Almería,3-0,Granada
España,La Liga,1ª división,2013-2014,18,Sevilla,3-0,Getafe
España,La Liga,1ª división,2013-2014,18,FC Barcelona,4-0,Elche
España,La Liga,1ª división,2013-2014,18,Osasuna,1-0,Espanyol
España,La Liga,1ª división,2013-2014,18,R. Sociedad,2-0,Athletic
España,La Liga,1ª división,2013-2014,18,R. Madrid,3-0,Celta
España,La Liga,1ª división,2013-2014,18,Rayo,2-5,Villarreal
España,La Liga,1ª división,2013-2014,19,Granada,4-0,Valladolid
España,La Liga,1ª división,2013-2014,19,Athletic,6-1,Almería
España,La Liga,1ª división,2013-2014,19,Celta,2-1,Valencia
España,La Liga,1ª división,2013-2014,19,Atlético,0-0,FC Barcelona
España,La Liga,1ª división,2013-2014,19,Elche,1-1,Sevilla
España,La Liga,1ª división,2013-2014,19,Getafe,0-1,Rayo
España,La Liga,1ª división,2013-2014,19,Betis,1-2,Osasuna
España,La Liga,1ª división,2013-2014,19,Espanyol,0-1,R. Madrid
España,La Liga,1ª división,2013-2014,19,Levante,1-0,Málaga
España,La Liga,1ª división,2013-2014,19,Villarreal,5-1,R. Sociedad
España,La Liga,1ª división,2013-2014,20,Málaga,0-0,Valencia
España,La Liga,1ª división,2013-2014,20,Betis,0-5,R. Madrid
España,La Liga,1ª división,2013-2014,20,Elche,2-0,Rayo
España,La Liga,1ª división,2013-2014,20,Granada,0-0,Osasuna
España,La Liga,1ª división,2013-2014,20,Espanyol,1-0,Celta
España,La Liga,1ª división,2013-2014,20,Getafe,2-2,R. Sociedad
España,La Liga,1ª división,2013-2014,20,Villarreal,2-0,Almería
España,La Liga,1ª división,2013-2014,20,Levante,1-1,FC Barcelona
España,La Liga,1ª división,2013-2014,20,Atlético,1-1,Sevilla
España,La Liga,1ª división,2013-2014,20,Athletic,4-2,Valladolid
España,La Liga,1ª división,2013-2014,21,Celta,4-2,Betis
España,La Liga,1ª división,2013-2014,21,R. Madrid,2-0,Granada
España,La Liga,1ª división,2013-2014,21,Valladolid,1-0,Villarreal
España,La Liga,1ª división,2013-2014,21,Valencia,2-2,Espanyol
España,La Liga,1ª división,2013-2014,21,Sevilla,2-3,Levante
España,La Liga,1ª división,2013-2014,21,Almería,1-0,Getafe
España,La Liga,1ª división,2013-2014,21,Osasuna,1-5,Athletic
España,La Liga,1ª división,2013-2014,21,Rayo,2-4,Atlético
España,La Liga,1ª división,2013-2014,21,FC Barcelona,3-0,Málaga
España,La Liga,1ª división,2013-2014,21,R. Sociedad,4-0,Elche
España,La Liga,1ª división,2013-2014,22,Granada,1-2,Celta
España,La Liga,1ª división,2013-2014,22,FC Barcelona,2-3,Valencia
España,La Liga,1ª división,2013-2014,22,Levante,0-0,Rayo
España,La Liga,1ª división,2013-2014,22,Getafe,0-0,Valladolid
España,La Liga,1ª división,2013-2014,22,Málaga,3-2,Sevilla
España,La Liga,1ª división,2013-2014,22,Elche,1-0,Almería
España,La Liga,1ª división,2013-2014,22,Betis,2-0,Espanyol
España,La Liga,1ª división,2013-2014,22,Atlético,4-0,R. Sociedad
España,La Liga,1ª división,2013-2014,22,Athletic,1-1,R. Madrid
España,La Liga,1ª división,2013-2014,22,Villarreal,3-1,Osasuna
España,La Liga,1ª división,2013-2014,23,Espanyol,1-0,Granada
España,La Liga,1ª división,2013-2014,23,Valencia,5-0,Betis
España,La Liga,1ª división,2013-2014,23,Rayo,4-1,Málaga
España,La Liga,1ª división,2013-2014,23,R. Madrid,4-2,Villarreal
España,La Liga,1ª división,2013-2014,23,Almería,2-0,Atlético
España,La Liga,1ª división,2013-2014,23,Osasuna,2-0,Getafe
España,La Liga,1ª división,2013-2014,23,Valladolid,2-2,Elche
España,La Liga,1ª división,2013-2014,23,R. Sociedad,0-0,Levante
España,La Liga,1ª división,2013-2014,23,Sevilla,1-4,FC Barcelona
España,La Liga,1ª división,2013-2014,23,Celta,0-0,Athletic
España,La Liga,1ª división,2013-2014,24,Elche,0-0,Osasuna
España,La Liga,1ª división,2013-2014,24,Atlético,3-0,Valladolid
España,La Liga,1ª división,2013-2014,24,Levante,1-0,Almería
España,La Liga,1ª división,2013-2014,24,FC Barcelona,6-0,Rayo
España,La Liga,1ª división,2013-2014,24,Villarreal,0-2,Celta
España,La Liga,1ª división,2013-2014,24,Granada,1-0,Betis
España,La Liga,1ª división,2013-2014,24,Getafe,0-3,R. Madrid
España,La Liga,1ª división,2013-2014,24,Athletic,1-2,Espanyol
España,La Liga,1ª división,2013-2014,24,Sevilla,0-0,Valencia
España,La Liga,1ª división,2013-2014,24,Málaga,0-1,R. Sociedad
España,La Liga,1ª división,2013-2014,25,Valladolid,1-1,Levante
España,La Liga,1ª división,2013-2014,25,R. Madrid,3-0,Elche
España,La Liga,1ª división,2013-2014,25,Celta,1-1,Getafe
España,La Liga,1ª división,2013-2014,25,R. Sociedad,3-1,FC Barcelona
España,La Liga,1ª división,2013-2014,25,Almería,0-0,Málaga
España,La Liga,1ª división,2013-2014,25,Rayo,0-1,Sevilla
España,La Liga,1ª división,2013-2014,25,Betis,0-2,Athletic
España,La Liga,1ª división,2013-2014,25,Valencia,2-1,Granada
España,La Liga,1ª división,2013-2014,25,Osasuna,3-0,Atlético
España,La Liga,1ª división,2013-2014,25,Espanyol,1-2,Villarreal
España,La Liga,1ª división,2013-2014,26,Athletic,4-0,Granada
España,La Liga,1ª división,2013-2014,26,Málaga,1-1,Valladolid
España,La Liga,1ª división,2013-2014,26,Levante,2-0,Osasuna
España,La Liga,1ª división,2013-2014,26,Getafe,0-0,Espanyol
España,La Liga,1ª división,2013-2014,26,Elche,1-0,Celta
España,La Liga,1ª división,2013-2014,26,Villarreal,1-1,Betis
España,La Liga,1ª división,2013-2014,26,Atlético,2-2,R. Madrid
España,La Liga,1ª división,2013-2014,26,Sevilla,1-0,R. Sociedad
España,La Liga,1ª división,2013-2014,26,FC Barcelona,4-1,Almería
España,La Liga,1ª división,2013-2014,26,Rayo,1-0,Valencia
España,La Liga,1ª división,2013-2014,27,Valladolid,1-0,FC Barcelona
España,La Liga,1ª división,2013-2014,27,Betis,2-0,Getafe
España,La Liga,1ª división,2013-2014,27,Celta,0-2,Atlético
España,La Liga,1ª división,2013-2014,27,Granada,2-0,Villarreal
España,La Liga,1ª división,2013-2014,27,Espanyol,3-1,Elche
España,La Liga,1ª división,2013-2014,27,Almería,1-3,Sevilla
España,La Liga,1ª división,2013-2014,27,R. Madrid,3-0,Levante
España,La Liga,1ª división,2013-2014,27,Valencia,1-1,Athletic
España,La Liga,1ª división,2013-2014,27,Osasuna,0-2,Málaga
España,La Liga,1ª división,2013-2014,27,R. Sociedad,2-3,Rayo
España,La Liga,1ª división,2013-2014,28,Getafe,3-3,Granada
España,La Liga,1ª división,2013-2014,28,Levante,0-1,Celta
España,La Liga,1ª división,2013-2014,28,Rayo,3-1,Almería
España,La Liga,1ª división,2013-2014,28,Málaga,0-1,R. Madrid
España,La Liga,1ª división,2013-2014,28,Atlético,1-0,Espanyol
España,La Liga,1ª división,2013-2014,28,Elche,0-0,Betis
España,La Liga,1ª división,2013-2014,28,FC Barcelona,7-0,Osasuna
España,La Liga,1ª división,2013-2014,28,Sevilla,4-1,Valladolid
España,La Liga,1ª división,2013-2014,28,R. Sociedad,1-0,Valencia
España,La Liga,1ª división,2013-2014,28,Villarreal,1-1,Athletic
España,La Liga,1ª división,2013-2014,29,Celta,0-2,Málaga
España,La Liga,1ª división,2013-2014,29,Granada,1-0,Elche
España,La Liga,1ª división,2013-2014,29,Espanyol,0-0,Levante
España,La Liga,1ª división,2013-2014,29,Valladolid,1-1,Rayo
España,La Liga,1ª división,2013-2014,29,Athletic,1-0,Getafe
España,La Liga,1ª división,2013-2014,29,Osasuna,1-2,Sevilla
España,La Liga,1ª división,2013-2014,29,Betis,0-2,Atlético
España,La Liga,1ª división,2013-2014,29,Valencia,2-1,Villarreal
España,La Liga,1ª división,2013-2014,29,R. Madrid,3-4,FC Barcelona
España,La Liga,1ª división,2013-2014,29,Almería,4-3,R. Sociedad
España,La Liga,1ª división,2013-2014,30,Málaga,1-2,Espanyol
España,La Liga,1ª división,2013-2014,30,Elche,0-0,Athletic
España,La Liga,1ª división,2013-2014,30,FC Barcelona,3-0,Celta
España,La Liga,1ª división,2013-2014,30,Rayo,1-0,Osasuna
España,La Liga,1ª división,2013-2014,30,Atlético,1-0,Granada
España,La Liga,1ª división,2013-2014,30,Sevilla,2-1,R. Madrid
España,La Liga,1ª división,2013-2014,30,Getafe,0-1,Villarreal
España,La Liga,1ª división,2013-2014,30,R. Sociedad,1-0,Valladolid
España,La Liga,1ª división,2013-2014,30,Levante,1-3,Betis
España,La Liga,1ª división,2013-2014,30,Almería,2-2,Valencia
España,La Liga,1ª división,2013-2014,31,Espanyol,0-1,FC Barcelona
España,La Liga,1ª división,2013-2014,31,Celta,1-0,Sevilla
España,La Liga,1ª división,2013-2014,31,Athletic,1-2,Atlético
España,La Liga,1ª división,2013-2014,31,R. Madrid,5-0,Rayo
España,La Liga,1ª división,2013-2014,31,Valladolid,1-0,Almería
España,La Liga,1ª división,2013-2014,31,Osasuna,1-1,R. Sociedad
España,La Liga,1ª división,2013-2014,31,Villarreal,1-1,Elche
España,La Liga,1ª división,2013-2014,31,Valencia,1-3,Getafe
España,La Liga,1ª división,2013-2014,31,Granada,0-2,Levante
España,La Liga,1ª división,2013-2014,31,Betis,1-2,Málaga
España,La Liga,1ª división,2013-2014,32,Almería,1-2,Osasuna
España,La Liga,1ª división,2013-2014,32,Atlético,1-0,Villarreal
España,La Liga,1ª división,2013-2014,32,FC Barcelona,3-1,Betis
España,La Liga,1ª división,2013-2014,32,R. Sociedad,0-4,R. Madrid
España,La Liga,1ª división,2013-2014,32,Rayo,3-0,Celta
España,La Liga,1ª división,2013-2014,32,Málaga,4-1,Granada
España,La Liga,1ª división,2013-2014,32,Elche,1-0,Getafe
España,La Liga,1ª división,2013-2014,32,Sevilla,4-1,Espanyol
España,La Liga,1ª división,2013-2014,32,Valladolid,0-0,Valencia
España,La Liga,1ª división,2013-2014,32,Levante,1-2,Athletic
España,La Liga,1ª división,2013-2014,33,Osasuna,0-0,Valladolid
España,La Liga,1ª división,2013-2014,33,Celta,2-2,R. Sociedad
España,La Liga,1ª división,2013-2014,33,Villarreal,1-0,Levante
España,La Liga,1ª división,2013-2014,33,Granada,1-0,FC Barcelona
España,La Liga,1ª división,2013-2014,33,R. Madrid,4-0,Almería
España,La Liga,1ª división,2013-2014,33,Betis,0-2,Sevilla
España,La Liga,1ª división,2013-2014,33,Valencia,2-1,Elche
España,La Liga,1ª división,2013-2014,33,Getafe,0-2,Atlético
España,La Liga,1ª división,2013-2014,33,Espanyol,2-2,Rayo
España,La Liga,1ª división,2013-2014,33,Athletic,3-0,Málaga
España,La Liga,1ª división,2013-2014,34,Atlético,2-0,Elche
España,La Liga,1ª división,2013-2014,34,Osasuna,1-1,Valencia
España,La Liga,1ª división,2013-2014,34,Levante,0-0,Getafe
España,La Liga,1ª división,2013-2014,34,R. Sociedad,2-1,Espanyol
España,La Liga,1ª división,2013-2014,34,Almería,2-4,Celta
España,La Liga,1ª división,2013-2014,34,Rayo,3-1,Betis
España,La Liga,1ª división,2013-2014,34,Sevilla,4-0,Granada
España,La Liga,1ª división,2013-2014,34,FC Barcelona,2-1,Athletic
España,La Liga,1ª división,2013-2014,34,Málaga,2-0,Villarreal
España,La Liga,1ª división,2013-2014,35,Elche,1-1,Levante
España,La Liga,1ª división,2013-2014,35,Granada,0-3,Rayo
España,La Liga,1ª división,2013-2014,35,Getafe,1-0,Málaga
España,La Liga,1ª división,2013-2014,35,R. Madrid,4-0,Osasuna
España,La Liga,1ª división,2013-2014,35,Betis,0-1,R. Sociedad
España,La Liga,1ª división,2013-2014,35,Espanyol,1-2,Almería
España,La Liga,1ª división,2013-2014,35,Valencia,0-1,Atlético
España,La Liga,1ª división,2013-2014,35,Athletic,3-1,Sevilla
España,La Liga,1ª división,2013-2014,35,Villarreal,2-3,FC Barcelona
España,La Liga,1ª división,2013-2014,35,Celta,4-1,Valladolid
España,La Liga,1ª división,2013-2014,36,Rayo,0-3,Athletic
España,La Liga,1ª división,2013-2014,36,FC Barcelona,2-2,Getafe
España,La Liga,1ª división,2013-2014,36,Málaga,0-1,Elche
España,La Liga,1ª división,2013-2014,36,Osasuna,0-2,Celta
España,La Liga,1ª división,2013-2014,36,Valladolid,1-0,Espanyol
España,La Liga,1ª división,2013-2014,36,Almería,3-2,Betis
España,La Liga,1ª división,2013-2014,36,Levante,2-0,Atlético
España,La Liga,1ª división,2013-2014,36,Sevilla,0-0,Villarreal
España,La Liga,1ª división,2013-2014,36,R. Madrid,2-2,Valencia
España,La Liga,1ª división,2013-2014,36,R. Sociedad,1-1,Granada
España,La Liga,1ª división,2013-2014,37,Valladolid,1-1,R. Madrid
España,La Liga,1ª división,2013-2014,37,Villarreal,4-0,Rayo
España,La Liga,1ª división,2013-2014,37,Levante,2-0,Valencia
España,La Liga,1ª división,2013-2014,37,Athletic,1-1,R. Sociedad
España,La Liga,1ª división,2013-2014,37,Atlético,1-1,Málaga
España,La Liga,1ª división,2013-2014,37,Elche,0-0,FC Barcelona
España,La Liga,1ª división,2013-2014,37,Getafe,1-0,Sevilla
España,La Liga,1ª división,2013-2014,37,Granada,0-2,Almería
España,La Liga,1ª división,2013-2014,37,Betis,4-3,Valladolid
España,La Liga,1ª división,2013-2014,37,Espanyol,1-1,Osasuna
España,La Liga,1ª división,2013-2014,37,Celta,2-0,R. Madrid
España,La Liga,1ª división,2013-2014,38,Málaga,1-0,Levante
España,La Liga,1ª división,2013-2014,38,R. Madrid,3-1,Espanyol
España,La Liga,1ª división,2013-2014,38,FC Barcelona,1-1,Atlético
España,La Liga,1ª división,2013-2014,38,Valencia,2-1,Celta
España,La Liga,1ª división,2013-2014,38,R. Sociedad,1-2,Villarreal
España,La Liga,1ª división,2013-2014,38,Rayo,1-2,Getafe
España,La Liga,1ª división,2013-2014,38,Almería,0-0,Athletic
España,La Liga,1ª división,2013-2014,38,Valladolid,0-1,Granada
España,La Liga,1ª división,2013-2014,38,Osasuna,2-1,Betis
España,La Liga,1ª división,2013-2014,38,Sevilla,3-1,Elche
España,La Liga,1ª división,2014-2015,1,Málaga,1-0,Athletic
España,La Liga,1ª división,2014-2015,1,Sevilla,1-1,Valencia
España,La Liga,1ª división,2014-2015,1,Granada,2-1,Deportivo
España,La Liga,1ª división,2014-2015,1,Almería,1-1,Espanyol
España,La Liga,1ª división,2014-2015,1,Eibar,1-0,R. Sociedad
España,La Liga,1ª división,2014-2015,1,Celta,3-1,Getafe
España,La Liga,1ª división,2014-2015,1,FC Barcelona,3-0,Elche
España,La Liga,1ª división,2014-2015,1,Levante,0-2,Villarreal
España,La Liga,1ª división,2014-2015,1,R. Madrid,2-0,Córdoba
España,La Liga,1ª división,2014-2015,1,Rayo,0-0,Atlético
España,La Liga,1ª división,2014-2015,2,Getafe,1-0,Almería
España,La Liga,1ª división,2014-2015,2,Valencia,3-0,Málaga
España,La Liga,1ª división,2014-2015,2,Córdoba,1-1,Celta
España,La Liga,1ª división,2014-2015,2,Athletic,3-0,Levante
España,La Liga,1ª división,2014-2015,2,Atlético,2-1,Eibar
España,La Liga,1ª división,2014-2015,2,Espanyol,1-2,Sevilla
España,La Liga,1ª división,2014-2015,2,Villarreal,0-1,FC Barcelona
España,La Liga,1ª división,2014-2015,2,R. Sociedad,4-2,R. Madrid
España,La Liga,1ª división,2014-2015,2,Deportivo,2-2,Rayo
España,La Liga,1ª división,2014-2015,2,Elche,1-1,Granada
España,La Liga,1ª división,2014-2015,3,Almería,1-1,Córdoba
España,La Liga,1ª división,2014-2015,3,FC Barcelona,2-0,Athletic
España,La Liga,1ª división,2014-2015,3,Málaga,0-0,Levante
España,La Liga,1ª división,2014-2015,3,R. Madrid,1-2,Atlético
España,La Liga,1ª división,2014-2015,3,Celta,2-2,R. Sociedad
España,La Liga,1ª división,2014-2015,3,Rayo,2-3,Elche
España,La Liga,1ª división,2014-2015,3,Valencia,3-1,Espanyol
España,La Liga,1ª división,2014-2015,3,Sevilla,2-0,Getafe
España,La Liga,1ª división,2014-2015,3,Granada,0-0,Villarreal
España,La Liga,1ª división,2014-2015,3,Eibar,0-1,Deportivo
España,La Liga,1ª división,2014-2015,4,Elche,0-2,Eibar
España,La Liga,1ª división,2014-2015,4,Deportivo,2-8,R. Madrid
España,La Liga,1ª división,2014-2015,4,Athletic,0-1,Granada
