País,Competición,Categoría,Temporada,Jornada,Equipo 1,Resultado,Equipo 2
España,La Liga,1ª división,2015-2016,6,Sevilla,3-2,Rayo
España,La Liga,1ª división,2015-2016,6,Villarreal,1-0,Atlético
España,La Liga,1ª división,2015-2016,6,Eibar,1-1,Celta
España,La Liga,1ª división,2015-2016,6,Sporting,1-2,Betis
España,La Liga,1ª división,2015-2016,6,Deportivo,3-0,Espanyol
España,La Liga,1ª división,2015-2016,6,Getafe,3-0,Levante
España,La Liga,1ª división,2015-2016,6,R. Sociedad,0-0,Athletic
España,La Liga,1ª división,2015-2016,7,Celta,0-0,Getafe
España,La Liga,1ª división,2015-2016,7,Sevilla,2-1,FC Barcelona
España,La Liga,1ª división,2015-2016,7,Granada,1-1,Deportivo
España,La Liga,1ª división,2015-2016,7,Espanyol,1-2,Sporting
España,La Liga,1ª división,2015-2016,7,Las Palmas,0-2,Eibar
España,La Liga,1ª división,2015-2016,7,Málaga,3-1,R. Sociedad
España,La Liga,1ª división,2015-2016,7,Rayo,0-2,Betis
España,La Liga,1ª división,2015-2016,7,Athletic,3-1,Valencia
España,La Liga,1ª división,2015-2016,7,Levante,1-0,Villarreal
España,La Liga,1ª división,2015-2016,7,Atlético,1-1,R. Madrid
España,La Liga,1ª división,2015-2016,8,R. Madrid,3-0,Levante
España,La Liga,1ª división,2015-2016,8,Eibar,1-1,Sevilla
España,La Liga,1ª división,2015-2016,8,FC Barcelona,5-2,Rayo
España,La Liga,1ª división,2015-2016,8,Valencia,3-0,Málaga
España,La Liga,1ª división,2015-2016,8,Betis,1-3,Espanyol
España,La Liga,1ª división,2015-2016,8,Villarreal,1-2,Celta
España,La Liga,1ª división,2015-2016,8,R. Sociedad,0-2,Atlético
España,La Liga,1ª división,2015-2016,8,Getafe,4-0,Las Palmas
España,La Liga,1ª división,2015-2016,8,Deportivo,2-2,Athletic
España,La Liga,1ª división,2015-2016,8,Sporting,3-3,Granada
España,La Liga,1ª división,2015-2016,9,Rayo,3-0,Espanyol
España,La Liga,1ª división,2015-2016,9,Celta,1-3,R. Madrid
España,La Liga,1ª división,2015-2016,9,Granada,1-1,Betis
España,La Liga,1ª división,2015-2016,9,Sevilla,5-0,Getafe
España,La Liga,1ª división,2015-2016,9,Málaga,2-0,Deportivo
España,La Liga,1ª división,2015-2016,9,Levante,0-4,R. Sociedad
España,La Liga,1ª división,2015-2016,9,Las Palmas,0-0,Villarreal
España,La Liga,1ª división,2015-2016,9,FC Barcelona,3-1,Eibar
España,La Liga,1ª división,2015-2016,9,Atlético,2-1,Valencia
España,La Liga,1ª división,2015-2016,9,Athletic,3-0,Sporting
España,La Liga,1ª división,2015-2016,10,Deportivo,1-1,Atlético
España,La Liga,1ª división,2015-2016,10,R. Madrid,3-1,Las Palmas
España,La Liga,1ª división,2015-2016,10,Villarreal,2-1,Sevilla
España,La Liga,1ª división,2015-2016,10,Valencia,3-0,Levante
España,La Liga,1ª división,2015-2016,10,Getafe,0-2,FC Barcelona
España,La Liga,1ª división,2015-2016,10,R. Sociedad,2-3,Celta
España,La Liga,1ª división,2015-2016,10,Eibar,1-0,Rayo
España,La Liga,1ª división,2015-2016,10,Espanyol,1-1,Granada
España,La Liga,1ª división,2015-2016,10,Sporting,1-0,Málaga
España,La Liga,1ª división,2015-2016,10,Betis,1-3,Athletic
España,La Liga,1ª división,2015-2016,11,Las Palmas,2-0,R. Sociedad
España,La Liga,1ª división,2015-2016,11,Celta,1-5,Valencia
España,La Liga,1ª división,2015-2016,11,Levante,1-1,Deportivo
España,La Liga,1ª división,2015-2016,11,Eibar,3-1,Getafe
España,La Liga,1ª división,2015-2016,11,Rayo,2-1,Granada
España,La Liga,1ª división,2015-2016,11,Málaga,0-1,Betis
España,La Liga,1ª división,2015-2016,11,Athletic,2-1,Espanyol
España,La Liga,1ª división,2015-2016,11,FC Barcelona,3-0,Villarreal
España,La Liga,1ª división,2015-2016,11,Atlético,1-0,Sporting
España,La Liga,1ª división,2015-2016,11,Sevilla,3-2,R. Madrid
España,La Liga,1ª división,2015-2016,12,R. Sociedad,2-0,Sevilla
España,La Liga,1ª división,2015-2016,12,R. Madrid,0-4,FC Barcelona
España,La Liga,1ª división,2015-2016,12,Espanyol,2-0,Málaga
España,La Liga,1ª división,2015-2016,12,Valencia,1-1,Las Palmas
España,La Liga,1ª división,2015-2016,12,Deportivo,2-0,Celta
España,La Liga,1ª división,2015-2016,12,Sporting,0-3,Levante
España,La Liga,1ª división,2015-2016,12,Villarreal,1-1,Eibar
España,La Liga,1ª división,2015-2016,12,Granada,2-0,Athletic
España,La Liga,1ª división,2015-2016,12,Betis,0-1,Atlético
España,La Liga,1ª división,2015-2016,12,Getafe,1-1,Rayo
España,La Liga,1ª división,2015-2016,13,Levante,0-1,Betis
España,La Liga,1ª división,2015-2016,13,FC Barcelona,4-0,R. Sociedad
España,La Liga,1ª división,2015-2016,13,Atlético,1-0,Espanyol
España,La Liga,1ª división,2015-2016,13,Málaga,2-2,Granada
España,La Liga,1ª división,2015-2016,13,Las Palmas,0-2,Deportivo
España,La Liga,1ª división,2015-2016,13,Celta,2-1,Sporting
España,La Liga,1ª división,2015-2016,13,Getafe,2-0,Villarreal
España,La Liga,1ª división,2015-2016,13,Eibar,0-2,R. Madrid
España,La Liga,1ª división,2015-2016,13,Rayo,0-3,Athletic
España,La Liga,1ª división,2015-2016,13,Sevilla,1-0,Valencia
España,La Liga,1ª división,2015-2016,14,R. Madrid,4-1,Getafe
España,La Liga,1ª división,2015-2016,14,Granada,0-2,Atlético
España,La Liga,1ª división,2015-2016,14,Valencia,1-1,FC Barcelona
España,La Liga,1ª división,2015-2016,14,Deportivo,1-1,Sevilla
España,La Liga,1ª división,2015-2016,14,Betis,1-1,Celta
España,La Liga,1ª división,2015-2016,14,R. Sociedad,2-1,Eibar
España,La Liga,1ª división,2015-2016,14,Villarreal,2-1,Rayo
España,La Liga,1ª división,2015-2016,14,Sporting,3-1,Las Palmas
España,La Liga,1ª división,2015-2016,14,Athletic,0-0,Málaga
España,La Liga,1ª división,2015-2016,14,Espanyol,1-1,Levante
España,La Liga,1ª división,2015-2016,15,Getafe,1-1,R. Sociedad
España,La Liga,1ª división,2015-2016,15,FC Barcelona,2-2,Deportivo
España,La Liga,1ª división,2015-2016,15,Celta,1-0,Espanyol
España,La Liga,1ª división,2015-2016,15,Levante,1-2,Granada
España,La Liga,1ª división,2015-2016,15,Sevilla,2-0,Sporting
España,La Liga,1ª división,2015-2016,15,Las Palmas,1-0,Betis
España,La Liga,1ª división,2015-2016,15,Rayo,1-2,Málaga
España,La Liga,1ª división,2015-2016,15,Eibar,1-1,Valencia
España,La Liga,1ª división,2015-2016,15,Atlético,2-1,Athletic
España,La Liga,1ª división,2015-2016,15,Villarreal,1-0,R. Madrid
España,La Liga,1ª división,2015-2016,16,Valencia,2-2,Getafe
España,La Liga,1ª división,2015-2016,16,Espanyol,1-0,Las Palmas
España,La Liga,1ª división,2015-2016,16,Betis,0-0,Sevilla
España,La Liga,1ª división,2015-2016,16,Deportivo,2-0,Eibar
España,La Liga,1ª división,2015-2016,16,R. Madrid,10-2,Rayo
España,La Liga,1ª división,2015-2016,16,R. Sociedad,0-2,Villarreal
España,La Liga,1ª división,2015-2016,16,Granada,0-2,Celta
España,La Liga,1ª división,2015-2016,16,Athletic,2-0,Levante
España,La Liga,1ª división,2015-2016,16,Málaga,1-0,Atlético
España,La Liga,1ª división,2015-2016,17,R. Madrid,3-1,R. Sociedad
España,La Liga,1ª división,2015-2016,17,Levante,0-1,Málaga
España,La Liga,1ª división,2015-2016,17,Sevilla,2-0,Espanyol
España,La Liga,1ª división,2015-2016,17,Rayo,0-2,Atlético
España,La Liga,1ª división,2015-2016,17,Eibar,2-0,Sporting
España,La Liga,1ª división,2015-2016,17,Getafe,0-0,Deportivo
España,La Liga,1ª división,2015-2016,17,FC Barcelona,4-0,Betis
España,La Liga,1ª división,2015-2016,17,Celta,0-1,Athletic
España,La Liga,1ª división,2015-2016,17,Las Palmas,4-1,Granada
España,La Liga,1ª división,2015-2016,17,Villarreal,1-0,Valencia
España,La Liga,1ª división,2015-2016,18,Espanyol,0-0,FC Barcelona
España,La Liga,1ª división,2015-2016,18,Atlético,1-0,Levante
España,La Liga,1ª división,2015-2016,18,Málaga,2-0,Celta
España,La Liga,1ª división,2015-2016,18,Rayo,2-2,R. Sociedad
España,La Liga,1ª división,2015-2016,18,Betis,0-4,Eibar
España,La Liga,1ª división,2015-2016,18,Granada,2-1,Sevilla
España,La Liga,1ª división,2015-2016,18,Deportivo,1-2,Villarreal
España,La Liga,1ª división,2015-2016,18,Athletic,2-2,Las Palmas
España,La Liga,1ª división,2015-2016,18,Valencia,2-2,R. Madrid
España,La Liga,1ª división,2015-2016,18,Sporting,1-2,Getafe
España,La Liga,1ª división,2015-2016,19,FC Barcelona,4-0,Granada
España,La Liga,1ª división,2015-2016,19,Getafe,1-0,Betis
España,La Liga,1ª división,2015-2016,19,Sevilla,2-0,Athletic
España,La Liga,1ª división,2015-2016,19,R. Madrid,5-0,Deportivo
España,La Liga,1ª división,2015-2016,19,Levante,2-1,Rayo
España,La Liga,1ª división,2015-2016,19,Villarreal,2-0,Sporting
España,La Liga,1ª división,2015-2016,19,R. Sociedad,2-0,Valencia
España,La Liga,1ª división,2015-2016,19,Las Palmas,1-1,Málaga
España,La Liga,1ª división,2015-2016,19,Eibar,2-1,Espanyol
España,La Liga,1ª división,2015-2016,19,Celta,0-2,Atlético
España,La Liga,1ª división,2015-2016,20,Sevilla,2-1,Málaga
España,La Liga,1ª división,2015-2016,20,Celta,4-3,Levante
España,La Liga,1ª división,2015-2016,20,Villarreal,0-0,Betis
España,La Liga,1ª división,2015-2016,20,R. Sociedad,1-1,Deportivo
España,La Liga,1ª división,2015-2016,20,Valencia,2-2,Rayo
España,La Liga,1ª división,2015-2016,20,R. Madrid,5-1,Sporting
España,La Liga,1ª división,2015-2016,20,Las Palmas,0-3,Atlético
España,La Liga,1ª división,2015-2016,20,Getafe,3-1,Espanyol
España,La Liga,1ª división,2015-2016,20,FC Barcelona,6-0,Athletic
España,La Liga,1ª división,2015-2016,20,Eibar,5-1,Granada
España,La Liga,1ª división,2015-2016,21,Sporting,5-1,R. Sociedad
España,La Liga,1ª división,2015-2016,21,Málaga,1-2,FC Barcelona
España,La Liga,1ª división,2015-2016,21,Espanyol,2-2,Villarreal
España,La Liga,1ª división,2015-2016,21,Granada,3-2,Getafe
España,La Liga,1ª división,2015-2016,21,Rayo,3-0,Celta
España,La Liga,1ª división,2015-2016,21,Athletic,5-2,Eibar
España,La Liga,1ª división,2015-2016,21,Atlético,0-0,Sevilla
España,La Liga,1ª división,2015-2016,21,Deportivo,1-1,Valencia
España,La Liga,1ª división,2015-2016,21,Betis,1-1,R. Madrid
España,La Liga,1ª división,2015-2016,21,Levante,3-2,Las Palmas
España,La Liga,1ª división,2015-2016,22,FC Barcelona,2-1,Atlético
España,La Liga,1ª división,2015-2016,22,Eibar,1-2,Málaga
España,La Liga,1ª división,2015-2016,22,Getafe,0-1,Athletic
España,La Liga,1ª división,2015-2016,22,Villarreal,1-0,Granada
España,La Liga,1ª división,2015-2016,22,R. Sociedad,2-1,Betis
España,La Liga,1ª división,2015-2016,22,Sevilla,3-1,Levante
España,La Liga,1ª división,2015-2016,22,Valencia,0-1,Sporting
España,La Liga,1ª división,2015-2016,22,Las Palmas,2-1,Celta
España,La Liga,1ª división,2015-2016,22,R. Madrid,6-0,Espanyol
España,La Liga,1ª división,2015-2016,22,Deportivo,2-2,Rayo
España,La Liga,1ª división,2015-2016,23,Málaga,3-0,Getafe
España,La Liga,1ª división,2015-2016,23,Atlético,3-1,Eibar
España,La Liga,1ª división,2015-2016,23,Rayo,2-0,Las Palmas
España,La Liga,1ª división,2015-2016,23,Athletic,0-0,Villarreal
España,La Liga,1ª división,2015-2016,23,Sporting,1-1,Deportivo
España,La Liga,1ª división,2015-2016,23,Levante,0-2,FC Barcelona
España,La Liga,1ª división,2015-2016,23,Betis,1-0,Valencia
España,La Liga,1ª división,2015-2016,23,Celta,1-1,Sevilla
España,La Liga,1ª división,2015-2016,23,Granada,1-2,R. Madrid
España,La Liga,1ª división,2015-2016,23,Espanyol,0-5,R. Sociedad
España,La Liga,1ª división,2015-2016,24,Sporting,2-2,Rayo
España,La Liga,1ª división,2015-2016,24,R. Madrid,4-2,Athletic
España,La Liga,1ª división,2015-2016,24,Villarreal,1-0,Málaga
España,La Liga,1ª división,2015-2016,24,Valencia,2-1,Espanyol
España,La Liga,1ª división,2015-2016,24,Deportivo,2-2,Betis
España,La Liga,1ª división,2015-2016,24,R. Sociedad,3-0,Granada
España,La Liga,1ª división,2015-2016,24,Sevilla,2-0,Las Palmas
España,La Liga,1ª división,2015-2016,24,Eibar,2-0,Levante
España,La Liga,1ª división,2015-2016,24,Getafe,0-1,Atlético
España,La Liga,1ª división,2015-2016,24,FC Barcelona,6-1,Celta
España,La Liga,1ª división,2015-2016,25,Sporting,1-3,FC Barcelona
España,La Liga,1ª división,2015-2016,25,Levante,3-0,Getafe
España,La Liga,1ª división,2015-2016,25,Las Palmas,1-2,FC Barcelona
España,La Liga,1ª división,2015-2016,25,Espanyol,1-0,Deportivo
España,La Liga,1ª división,2015-2016,25,Betis,1-1,Sporting
España,La Liga,1ª división,2015-2016,25,Celta,3-2,Eibar
España,La Liga,1ª división,2015-2016,25,Rayo,2-2,Sevilla
España,La Liga,1ª división,2015-2016,25,Málaga,1-1,R. Madrid
España,La Liga,1ª división,2015-2016,25,Athletic,0-1,R. Sociedad
España,La Liga,1ª división,2015-2016,25,Granada,1-2,Valencia
España,La Liga,1ª división,2015-2016,25,Atlético,0-0,Villarreal
España,La Liga,1ª división,2015-2016,26,Eibar,0-1,Las Palmas
España,La Liga,1ª división,2015-2016,26,R. Madrid,0-1,Atlético
España,La Liga,1ª división,2015-2016,26,Getafe,0-1,Celta
España,La Liga,1ª división,2015-2016,26,Sporting,2-4,Espanyol
España,La Liga,1ª división,2015-2016,26,Betis,2-2,Rayo
España,La Liga,1ª división,2015-2016,26,R. Sociedad,1-1,Málaga
España,La Liga,1ª división,2015-2016,26,Villarreal,3-0,Levante
España,La Liga,1ª división,2015-2016,26,Valencia,0-3,Athletic
España,La Liga,1ª división,2015-2016,26,Deportivo,0-1,Granada
España,La Liga,1ª división,2015-2016,26,FC Barcelona,2-1,Sevilla
España,La Liga,1ª división,2015-2016,27,Atlético,3-0,R. Sociedad
España,La Liga,1ª división,2015-2016,27,Las Palmas,4-0,Getafe
España,La Liga,1ª división,2015-2016,27,Sevilla,1-0,Eibar
España,La Liga,1ª división,2015-2016,27,Celta,0-0,Villarreal
España,La Liga,1ª división,2015-2016,27,Athletic,4-1,Deportivo
España,La Liga,1ª división,2015-2016,27,Málaga,1-2,Valencia
España,La Liga,1ª división,2015-2016,27,Levante,1-3,R. Madrid
España,La Liga,1ª división,2015-2016,27,Granada,2-0,Sporting
España,La Liga,1ª división,2015-2016,27,Espanyol,0-3,Betis
España,La Liga,1ª división,2015-2016,27,Rayo,1-5,FC Barcelona
España,La Liga,1ª división,2015-2016,28,R. Madrid,7-1,Celta
España,La Liga,1ª división,2015-2016,28,Villarreal,0-1,Las Palmas
España,La Liga,1ª división,2015-2016,28,Getafe,1-1,Sevilla
España,La Liga,1ª división,2015-2016,28,Deportivo,3-3,Málaga
España,La Liga,1ª división,2015-2016,28,Betis,2-0,Granada
España,La Liga,1ª división,2015-2016,28,Eibar,0-4,FC Barcelona
España,La Liga,1ª división,2015-2016,28,R. Sociedad,1-1,Levante
España,La Liga,1ª división,2015-2016,28,Sporting,0-2,Athletic
España,La Liga,1ª división,2015-2016,28,Valencia,1-3,Atlético
España,La Liga,1ª división,2015-2016,28,Espanyol,2-1,Rayo
España,La Liga,1ª división,2015-2016,29,Málaga,1-0,Sporting
España,La Liga,1ª división,2015-2016,29,FC Barcelona,6-0,Getafe
España,La Liga,1ª división,2015-2016,29,Celta,1-0,R. Sociedad
España,La Liga,1ª división,2015-2016,29,Atlético,3-0,Deportivo
España,La Liga,1ª división,2015-2016,29,Rayo,1-1,Eibar
España,La Liga,1ª división,2015-2016,29,Levante,1-0,Valencia
España,La Liga,1ª división,2015-2016,29,Sevilla,4-2,Villarreal
España,La Liga,1ª división,2015-2016,29,Athletic,3-1,Betis
España,La Liga,1ª división,2015-2016,29,Las Palmas,1-2,R. Madrid
España,La Liga,1ª división,2015-2016,29,Granada,1-1,Espanyol
España,La Liga,1ª división,2015-2016,30,Getafe,1-1,Eibar
España,La Liga,1ª división,2015-2016,30,Sporting,2-1,Atlético
España,La Liga,1ª división,2015-2016,30,R. Sociedad,0-1,Las Palmas
España,La Liga,1ª división,2015-2016,30,Granada,2-2,Rayo
España,La Liga,1ª división,2015-2016,30,Deportivo,2-1,Levante
España,La Liga,1ª división,2015-2016,30,Betis,0-1,Málaga
España,La Liga,1ª división,2015-2016,30,Espanyol,2-1,Athletic
España,La Liga,1ª división,2015-2016,30,Villarreal,2-2,FC Barcelona
España,La Liga,1ª división,2015-2016,30,Valencia,0-2,Celta
España,La Liga,1ª división,2015-2016,30,R. Madrid,4-0,Sevilla
España,La Liga,1ª división,2015-2016,31,Rayo,2-0,Getafe
España,La Liga,1ª división,2015-2016,31,Atlético,5-1,Betis
España,La Liga,1ª división,2015-2016,31,Las Palmas,2-1,Valencia
España,La Liga,1ª división,2015-2016,31,FC Barcelona,1-2,R. Madrid
España,La Liga,1ª división,2015-2016,31,Celta,1-1,Deportivo
España,La Liga,1ª división,2015-2016,31,Athletic,1-1,Granada
España,La Liga,1ª división,2015-2016,31,Málaga,1-1,Espanyol
España,La Liga,1ª división,2015-2016,31,Eibar,1-2,Villarreal
España,La Liga,1ª división,2015-2016,31,Sevilla,1-2,R. Sociedad
España,La Liga,1ª división,2015-2016,31,Levante,0-0,Sporting
España,La Liga,1ª división,2015-2016,32,Granada,0-0,Málaga
España,La Liga,1ª división,2015-2016,32,R. Madrid,4-0,Eibar
España,La Liga,1ª división,2015-2016,32,Espanyol,1-3,Atlético
España,La Liga,1ª división,2015-2016,32,R. Sociedad,1-0,FC Barcelona
España,La Liga,1ª división,2015-2016,32,Betis,1-0,Levante
España,La Liga,1ª división,2015-2016,32,Sporting,0-1,Celta
España,La Liga,1ª división,2015-2016,32,Valencia,2-1,Sevilla
España,La Liga,1ª división,2015-2016,32,Villarreal,2-0,Getafe
España,La Liga,1ª división,2015-2016,32,Athletic,1-0,Rayo
España,La Liga,1ª división,2015-2016,32,Deportivo,1-3,Las Palmas
España,La Liga,1ª división,2015-2016,33,Levante,2-1,Espanyol
España,La Liga,1ª división,2015-2016,33,Getafe,1-5,R. Madrid
España,La Liga,1ª división,2015-2016,33,Las Palmas,1-1,Sporting
España,La Liga,1ª división,2015-2016,33,Eibar,2-1,R. Sociedad
España,La Liga,1ª división,2015-2016,33,Celta,1-1,Betis
España,La Liga,1ª división,2015-2016,33,Málaga,0-1,Athletic
España,La Liga,1ª división,2015-2016,33,Sevilla,1-1,Deportivo
España,La Liga,1ª división,2015-2016,33,Rayo,2-1,Villarreal
España,La Liga,1ª división,2015-2016,33,Atlético,3-0,Granada
España,La Liga,1ª división,2015-2016,33,FC Barcelona,1-2,Valencia
España,La Liga,1ª división,2015-2016,34,Espanyol,1-1,Celta
España,La Liga,1ª división,2015-2016,34,Betis,1-0,Las Palmas
España,La Liga,1ª división,2015-2016,34,Deportivo,0-8,FC Barcelona
España,La Liga,1ª división,2015-2016,34,Valencia,4-0,Eibar
España,La Liga,1ª división,2015-2016,34,Sporting,2-1,Sevilla
España,La Liga,1ª división,2015-2016,34,Athletic,0-1,Atlético
España,La Liga,1ª división,2015-2016,34,Málaga,1-1,Rayo
España,La Liga,1ª división,2015-2016,34,R. Madrid,3-0,Villarreal
España,La Liga,1ª división,2015-2016,34,R. Sociedad,1-2,Getafe
España,La Liga,1ª división,2015-2016,34,Granada,5-1,Levante
España,La Liga,1ª división,2015-2016,35,Las Palmas,4-0,Espanyol
España,La Liga,1ª división,2015-2016,35,Rayo,2-3,R. Madrid
España,La Liga,1ª división,2015-2016,35,Atlético,1-0,Málaga
España,La Liga,1ª división,2015-2016,35,FC Barcelona,6-0,Sporting
España,La Liga,1ª división,2015-2016,35,Eibar,1-1,Deportivo
España,La Liga,1ª división,2015-2016,35,Levante,2-2,Athletic
España,La Liga,1ª división,2015-2016,35,Sevilla,2-0,Betis
España,La Liga,1ª división,2015-2016,35,Getafe,2-2,Valencia
España,La Liga,1ª división,2015-2016,35,Villarreal,0-0,R. Sociedad
España,La Liga,1ª división,2015-2016,35,Celta,2-1,Granada
España,La Liga,1ª división,2015-2016,36,Sporting,2-0,Eibar
España,La Liga,1ª división,2015-2016,36,R. Sociedad,0-1,R. Madrid
España,La Liga,1ª división,2015-2016,36,Atlético,1-0,Rayo
España,La Liga,1ª división,2015-2016,36,Betis,0-2,FC Barcelona
España,La Liga,1ª división,2015-2016,36,Granada,3-2,Las Palmas
España,La Liga,1ª división,2015-2016,36,Athletic,2-1,Celta
España,La Liga,1ª división,2015-2016,36,Espanyol,1-0,Sevilla
España,La Liga,1ª división,2015-2016,36,Deportivo,0-2,Getafe
España,La Liga,1ª división,2015-2016,36,Valencia,0-2,Villarreal
España,La Liga,1ª división,2015-2016,36,Málaga,3-1,Levante
España,La Liga,1ª división,2015-2016,37,Las Palmas,0-0,Athletic
España,La Liga,1ª división,2015-2016,37,R. Sociedad,2-1,Rayo
España,La Liga,1ª división,2015-2016,37,R. Madrid,3-2,Valencia
España,La Liga,1ª división,2015-2016,37,Villarreal,0-2,Deportivo
España,La Liga,1ª división,2015-2016,37,Getafe,1-1,Sporting
España,La Liga,1ª división,2015-2016,37,Eibar,1-1,Betis
España,La Liga,1ª división,2015-2016,37,FC Barcelona,5-0,Espanyol
España,La Liga,1ª división,2015-2016,37,Sevilla,1-4,Granada
España,La Liga,1ª división,2015-2016,37,Celta,1-0,Málaga
España,La Liga,1ª división,2015-2016,37,Levante,2-1,Atlético
España,La Liga,1ª división,2015-2016,38,Valencia,0-1,R. Sociedad
España,La Liga,1ª división,2015-2016,38,Deportivo,0-2,R. Madrid
España,La Liga,1ª división,2015-2016,38,Granada,0-3,FC Barcelona
España,La Liga,1ª división,2015-2016,38,Athletic,3-1,Sevilla
España,La Liga,1ª división,2015-2016,38,Atlético,2-0,Celta
España,La Liga,1ª división,2015-2016,38,Málaga,4-1,Las Palmas
España,La Liga,1ª división,2015-2016,38,Espanyol,4-2,Eibar
España,La Liga,1ª división,2015-2016,38,Sporting,2-0,Villarreal
España,La Liga,1ª división,2015-2016,38,Betis,2-1,Getafe
España,La Liga,1ª división,2015-2016,38,Rayo,3-1,Levante
España,La Liga,1ª división,2016-2017,1,Málaga,1-1,Osasuna
España,La Liga,1ª división,2016-2017,1,Deportivo,2-1,Eibar
España,La Liga,1ª división,2016-2017,1,FC Barcelona,6-2,Betis
España,La Liga,1ª división,2016-2017,1,Granada,1-1,Villarreal
España,La Liga,1ª división,2016-2017,1,Sevilla,6-4,Espanyol
España,La Liga,1ª división,2016-2017,1,Sporting,2-1,Athletic
España,La Liga,1ª división,2016-2017,1,R. Sociedad,0-3,R. Madrid
España,La Liga,1ª división,2016-2017,1,Atlético,1-1,Alavés
España,La Liga,1ª división,2016-2017,1,Celta,0-1,Leganés
España,La Liga,1ª división,2016-2017,1,Valencia,2-4,Las Palmas
España,La Liga,1ª división,2016-2017,2,Betis,0-0,Deportivo
España,La Liga,1ª división,2016-2017,2,Espanyol,2-2,Málaga
España,La Liga,1ª división,2016-2017,2,Osasuna,0-2,R. Sociedad
España,La Liga,1ª división,2016-2017,2,Eibar,1-0,Valencia
España,La Liga,1ª división,2016-2017,2,R. Madrid,2-1,Celta
España,La Liga,1ª división,2016-2017,2,Leganés,0-0,Atlético
España,La Liga,1ª división,2016-2017,2,Las Palmas,5-1,Granada
España,La Liga,1ª división,2016-2017,2,Alavés,0-0,Sporting
España,La Liga,1ª división,2016-2017,2,Athletic,0-1,FC Barcelona
España,La Liga,1ª división,2016-2017,2,Villarreal,0-0,Sevilla
España,La Liga,1ª división,2016-2017,3,R. Sociedad,1-1,Espanyol
España,La Liga,1ª división,2016-2017,3,Celta,0-4,Atlético
España,La Liga,1ª división,2016-2017,3,R. Madrid,5-2,Osasuna
España,La Liga,1ª división,2016-2017,3,Málaga,0-2,Villarreal
España,La Liga,1ª división,2016-2017,3,Sevilla,2-1,Las Palmas
España,La Liga,1ª división,2016-2017,3,FC Barcelona,1-2,Alavés
España,La Liga,1ª división,2016-2017,3,Sporting,2-1,Leganés
España,La Liga,1ª división,2016-2017,3,Valencia,2-3,Betis
España,La Liga,1ª división,2016-2017,3,Granada,1-2,Eibar
España,La Liga,1ª división,2016-2017,3,Deportivo,0-1,Athletic
España,La Liga,1ª división,2016-2017,4,Betis,2-2,Granada
España,La Liga,1ª división,2016-2017,4,Leganés,1-5,FC Barcelona
España,La Liga,1ª división,2016-2017,4,Atlético,5-0,Sporting
España,La Liga,1ª división,2016-2017,4,Eibar,1-1,Sevilla
España,La Liga,1ª división,2016-2017,4,Las Palmas,1-0,Málaga
España,La Liga,1ª división,2016-2017,4,Osasuna,0-0,Celta
España,La Liga,1ª división,2016-2017,4,Athletic,2-1,Valencia
España,La Liga,1ª división,2016-2017,4,Villarreal,2-1,R. Sociedad
España,La Liga,1ª división,2016-2017,4,Espanyol,0-2,R. Madrid
España,La Liga,1ª división,2016-2017,4,Alavés,0-0,Deportivo
España,La Liga,1ª división,2016-2017,5,Málaga,2-1,Eibar
España,La Liga,1ª división,2016-2017,5,Sevilla,1-0,Betis
España,La Liga,1ª división,2016-2017,5,R. Madrid,1-1,Villarreal
España,La Liga,1ª división,2016-2017,5,Celta,2-1,Sporting
España,La Liga,1ª división,2016-2017,5,R. Sociedad,4-1,Las Palmas
España,La Liga,1ª división,2016-2017,5,Granada,1-2,Athletic
España,La Liga,1ª división,2016-2017,5,FC Barcelona,1-1,Atlético
España,La Liga,1ª división,2016-2017,5,Osasuna,1-2,Espanyol
España,La Liga,1ª división,2016-2017,5,Deportivo,1-2,Leganés
España,La Liga,1ª división,2016-2017,5,Valencia,2-1,Alavés
España,La Liga,1ª división,2016-2017,6,Betis,1-0,Málaga
España,La Liga,1ª división,2016-2017,6,Eibar,2-0,R. Sociedad
España,La Liga,1ª división,2016-2017,6,Sporting,0-5,FC Barcelona
España,La Liga,1ª división,2016-2017,6,Athletic,3-1,Sevilla
España,La Liga,1ª división,2016-2017,6,Las Palmas,2-2,R. Madrid
España,La Liga,1ª división,2016-2017,6,Leganés,1-2,Valencia
España,La Liga,1ª división,2016-2017,6,Atlético,1-0,Deportivo
España,La Liga,1ª división,2016-2017,6,Villarreal,3-1,Osasuna
España,La Liga,1ª división,2016-2017,6,Espanyol,0-2,Celta
España,La Liga,1ª división,2016-2017,6,Alavés,3-1,Granada
España,La Liga,1ª división,2016-2017,7,R. Sociedad,1-0,Betis
España,La Liga,1ª división,2016-2017,7,Granada,0-1,Leganés
España,La Liga,1ª división,2016-2017,7,Sevilla,2-1,Alavés
España,La Liga,1ª división,2016-2017,7,Osasuna,2-2,Las Palmas
España,La Liga,1ª división,2016-2017,7,Deportivo,2-1,Sporting
España,La Liga,1ª división,2016-2017,7,Valencia,0-2,Atlético
España,La Liga,1ª división,2016-2017,7,R. Madrid,1-1,Eibar
España,La Liga,1ª división,2016-2017,7,Espanyol,0-0,Villarreal
España,La Liga,1ª división,2016-2017,7,Málaga,2-1,Athletic
España,La Liga,1ª división,2016-2017,7,Celta,4-3,FC Barcelona
España,La Liga,1ª división,2016-2017,8,Las Palmas,0-0,Espanyol
